2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
30.5,31.4,33.1,32.6,33.4,32.3,34.3,34.1,37,38.1,37.5,35.4,35.1,34.9,35.1
